edge	metric	burn_fraction_per_chain	omitted_endpoint	omitted_side	omitted_chain	full6d_mahalanobis_drift	conditional4d_mahalanobis_drift	conditional_fraction_drift	baryon_tilt_share_drift	order_sensitivity_drift	max_canonical_correlation_drift	decomposition_closure_error	shapley_closure_error	swap_invariance_max_error
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.1.txt	-0.0060200355699140395	-0.008552128843576146	-0.0019904962355268285	-0.004543853835225264	0.004995364563470495	0.0023999808313813764	-1.7763568394002505e-15	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.2.txt	0.00789882427023647	0.009403361368960805	0.0014355990926904205	-0.0022495569281609784	-0.0032381798594104394	-0.010229650237341459	-8.881784197001252e-16	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.3.txt	0.002985914141153234	0.0029973349339234012	0.00018545791291446623	0.0037759401140829985	0.0020344082345660763	-0.0018743077712060074	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.4.txt	0.043784725138962255	0.04775733490588019	0.005097587467620235	-0.005090539218286394	0.006749359875946326	-0.00019418278798077893	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.5.txt	0.0113613108458539	0.01260569497538322	0.001473217596254961	0.014583195117824577	-0.0033449160530734656	0.00430131605473294	8.881784197001252e-16	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.6.txt	-0.0535981941016308	-0.05766448731915297	-0.005916839356692738	-0.006439434065628191	-0.008751137544814047	0.005813650729961539	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.1.txt	0.0014920709967061185	0.0034776442363382287	0.001365536812998669	-0.0025190394406060523	0.004847000282447944	0.00021071273185979678	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.2.txt	-0.0051689960911041055	-0.002964654798621069	0.0011109964429381058	-0.0016940712068647112	0.0006817884275389652	0.000968958092500749	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.3.txt	0.0009653685954522651	-0.001827655565961095	-0.001736576022816405	0.00033880859780055506	-0.0026656676891916864	-0.0009380497099181762	-1.7763568394002505e-15	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.4.txt	-0.005281212628258203	-0.0049899315060990546	-0.00012832258689332576	0.0026023021112674405	-0.0017397990718539535	-0.0005245991862682375	-8.881784197001252e-16	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.5.txt	0.007861176992139285	0.008635837665575963	0.0009650739597859559	-0.0028655300396170924	0.00020700929330008666	-0.001282343376435735	2.6645352591003757e-15	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.6.txt	-0.000670751357845667	-0.000486259041158732	7.858392100179579e-05	-0.0005446325763034388	0.000672656253624837	2.844289923653598e-05	8.881784197001252e-16	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.7.txt	-0.001677577542923192	-0.0018768000030235932	-0.00022838193191088152	0.0034029131525646905	-0.0007063016937482458	0.0013374186688684953	-1.7763568394002505e-15	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.8.txt	0.003025361108462743	0.00047155953593192024	-0.0014590602477317915	0.0011030601461905487	-0.001445487628358777	0.00022075381155850504	8.881784197001252e-16	-8.881784197001252e-16	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.1.txt	0.002706399412260474	0.003988743814101081	0.0006627968266444961	-0.0023941655612208512	0.0035163965161542077	0.0006780608375372976	-5.329070518200751e-15	-1.7763568394002505e-15	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.2.txt	-0.0018230812942245933	0.0008339827819381362	0.0011051683499856413	-0.0003797750656565624	-8.023164711279396e-05	-0.0025278756297105742	0.0	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.3.txt	0.008531329473251859	0.006561238535792935	-0.0005570495891696892	0.004504467798912559	-0.002708393203608994	-0.00045333676998993155	1.7763568394002505e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.4.txt	0.02359578376030491	0.02945723417024082	0.0034223673869563376	-0.003595369125490633	0.0022139632010228505	-0.0002461081693090339	1.7763568394002505e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.5.txt	0.0015879920456711716	0.0006557001825062692	-0.0003528941740215119	0.00568363314913245	-0.002961499569524406	0.0017507035155498452	5.329070518200751e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_BASE	ENDPOINT_A	CLASS.6.txt	-0.03195479377517074	-0.03907190752939016	-0.004322351212930453	-0.004051125015251733	-0.0003741095956970031	0.0008405472388155477	3.552713678800501e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.1.txt	-0.007918124570239549	-0.003492020429315623	0.0016664326414117525	-0.0022868815139287513	0.008662852928857823	0.0022617678224060578	5.329070518200751e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.2.txt	-0.02779138099925138	-0.021938522352190848	0.0015811044097890914	0.0006732083022849	0.001792992269295357	0.005669741863828737	3.552713678800501e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.3.txt	0.007514999923957433	0.0006287112099885306	-0.002753592640273639	-0.0013594320206230526	-0.002918766677354745	-0.006355287839710511	-5.329070518200751e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.4.txt	0.0047138627625678	0.0075657971267841795	0.0014263581898930067	0.007724557386577513	-0.009105087107217413	-0.0013969643169192691	-1.7763568394002505e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.5.txt	0.022223886587421582	0.027503250872920493	0.0031183245946138083	-0.0070800745209842475	-0.0028897796875340664	-0.0066537060979152685	0.0	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.6.txt	0.00025090060874077835	-0.003926904524317987	-0.0018301740983226455	-0.0032354828148680737	0.004321932314996779	-0.000956715350127868	5.329070518200751e-15	0.0	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.7.txt	-0.0009242426188809105	0.000281045304081573	0.0004975933711341973	0.004240733144887265	-0.001476158202005362	0.00657819390736647	-5.329070518200751e-15	-1.7763568394002505e-15	0.0
BASE_TO_ACT	PRECISION_MEAN_POOL	0.3	SPT_ACT	ENDPOINT_B	CLASS.8.txt	0.007844558238896404	-0.0012888353577014122	-0.003727581546502101	0.0006392607977909748	0.0011045271435005666	0.0011052287636195146	-7.105427357601002e-15	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.5	SPT_BASE	ENDPOINT_A	CLASS.1.txt	0.012047494379917811	0.007241297695725901	-0.0024066233868983433	-0.007068612719228873	-0.00101170174604015	-0.001764058148610137	8.881784197001252e-16	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.5	SPT_BASE	ENDPOINT_A	CLASS.2.txt	0.001047381069553932	0.0010203465581506421	4.4635479137022926e-05	-0.005587851355514539	0.0023000425168880345	-0.008383814968891068	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.5	SPT_BASE	ENDPOINT_A	CLASS.3.txt	0.008163287322558332	0.004092211731254736	-0.0021624817882922587	0.004078244239981599	-0.001364247528611029	-0.005211067516634915	8.881784197001252e-16	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.5	SPT_BASE	ENDPOINT_A	CLASS.4.txt	0.04130067309207375	0.04239131197230206	0.003124275534358456	-0.009871237219388207	0.009252577371597848	-0.00011116161058610796	0.0	0.0	0.0
BASE_TO_ACT	ARITHMETIC_COVARIANCE_POOL	0.5	SPT_BASE	ENDPOINT_A	CLASS.5.txt	-0.0035754962296215	0.006538525030500786	0.006405672253282257	0.018142557536295123	-0.004307723749673031	0.005765215270299051	-2.6645352591003757e-15	-8.881784197001252e-16	0.0
