HISTORICAL_FILE	HISTORICAL_SHA256	CURRENT_FILE	CURRENT_SHA256	CHANGE_CLASSIFICATION	SCIENTIFIC_CODE_CHANGE
CANONICAL_STATE_THROUGH_HTS66.md	507e924a38bb18e7b71db708de74d5618d4134836b00f0b3da6896c573664e9e	CANONICAL_STATE_THROUGH_HTS66.md	507e924a38bb18e7b71db708de74d5618d4134836b00f0b3da6896c573664e9e	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS66_CANONICALIZATION_AUDIT.md	743c4f0c66a456f1719ab8a8adaed8db2aa1633e3e490f642d21cb860cfabbcd	HTS66_CANONICALIZATION_AUDIT.md	743c4f0c66a456f1719ab8a8adaed8db2aa1633e3e490f642d21cb860cfabbcd	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS67_EXECUTION_CONTRACT.md	4c4d93eac0cab43e04fb17da4881758ec417e706c6f9ed6029560e065e588bae	HTS67_EXECUTION_CONTRACT.md	d552e08dc9b9e46a3f7e319d28bd9d3c149c49d40572828b7554a1693b06aa8f	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
HTS67_PREFLIGHT_RESULT.md	97755b90609599ddc6ab438ac22be6f2c444cceae99ad93e873326272cf9bd87	HTS67_PREFLIGHT_RESULT.md	97755b90609599ddc6ab438ac22be6f2c444cceae99ad93e873326272cf9bd87	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS67_PREFLIGHT_TEST_AUDIT.md	46370e8c851e0218999f21f55df585278e1e20756c8ec734be27cd362749099b	HTS67_PREFLIGHT_TEST_AUDIT.md	46370e8c851e0218999f21f55df585278e1e20756c8ec734be27cd362749099b	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS67_SELECTION_AUDIT.md	40639323f2b41439db0be29cba911dcb38fe04519fa685771ace8b1b3dfaceac	HTS67_SELECTION_AUDIT.md	40639323f2b41439db0be29cba911dcb38fe04519fa685771ace8b1b3dfaceac	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS67_SOURCE_ADEQUACY_AUDIT.md	ab65cc2f11b2a6bfd3721dcabe555837372858c53d4080e7cdeb78d4d4ef74f1	HTS67_SOURCE_ADEQUACY_AUDIT.md	ab65cc2f11b2a6bfd3721dcabe555837372858c53d4080e7cdeb78d4d4ef74f1	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
README_RUN.md	bf321409ccd4480a23db75c867c6483b2c5e07b02f45105fa3b7b45cd1ed7703	README_RUN.md	fe3675ce28f399f9574c2c7966776b499825faa9346fccf02583b3d38c6a4414	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
audit_hts67.py	f0402d1df1e68c68a157ff679f7a7e97a2f7b0085880b996e5a4c372ec2d8968	audit_hts67.py	f0402d1df1e68c68a157ff679f7a7e97a2f7b0085880b996e5a4c372ec2d8968	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
hts67_common.py	e16f241129d4c58c36756786d03e0fbaecf94eac051c74c3743a1a522bb2b558	hts67_common.py	4485400bf3abf014f42bbd47d3c19bb498e97771f82760ae3b1df4455466c401	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
hts67_metric.py	236217b7d88f5a97ab46b5610a4e32d8597b0fb5386fce003ee5d7f4eb637a3c	hts67_metric.py	236217b7d88f5a97ab46b5610a4e32d8597b0fb5386fce003ee5d7f4eb637a3c	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
run_hts67.py	d5fea501c9942e76d6eb714e0b17daf38a71cf8a3be2eca02f862fb174fb1b46	run_hts67.py	d5fea501c9942e76d6eb714e0b17daf38a71cf8a3be2eca02f862fb174fb1b46	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
run_hts67.sh	da2ef9fb24729c7e099f92ececb4c95a97ceb4c284bdbdcdbaefeab509408901	run_hts67.sh	bac3ec6ed969179f7648c8172a7b97da575d4533d1d8fb05ab1ee55229748a6f	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
selftest_hts67.py	0ee187be64adbb2e0da13ae423692d2e1766c4e50d5974785f2e1e749768a318	selftest_hts67.py	0ee187be64adbb2e0da13ae423692d2e1766c4e50d5974785f2e1e749768a318	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
