HISTORICAL_FILE	HISTORICAL_SHA256	CURRENT_FILE	CURRENT_SHA256	CHANGE_CLASSIFICATION	SCIENTIFIC_CODE_CHANGE
CANONICAL_STATE_THROUGH_HTS60.md	89e6d6899d08875f263c7dddf27f72ea6d16b45d739df1ab3599f836bb90befc	CANONICAL_STATE_THROUGH_HTS60.md	7ceb44430bc1e3e509c672a528b033ae5da10b8f709531daf0546c90f06620b5	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
HTS60_CANONICALIZATION_AUDIT.md	c4c09eff2c2040a69e3608f181006e9cd85cbc316d7a4122b51de3c1dc783631	HTS60_CANONICALIZATION_AUDIT.md	c4c09eff2c2040a69e3608f181006e9cd85cbc316d7a4122b51de3c1dc783631	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS61_EXECUTION_CONTRACT.md	8b53abddae2fe37a0adfd913f960a570cc1cc5debcc66658d62417e50932c6e6	HTS61_EXECUTION_CONTRACT.md	8b53abddae2fe37a0adfd913f960a570cc1cc5debcc66658d62417e50932c6e6	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS61_PREFLIGHT_RESULT.md	59c60425600f186db911d822766d1a8df61550c94f5175261b557987b8df3b1b	HTS61_PREFLIGHT_RESULT.md	59c60425600f186db911d822766d1a8df61550c94f5175261b557987b8df3b1b	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS61_PREFLIGHT_TEST_AUDIT.md	1cbcb221403002e1edaf528d4f015232fff09530686fcc2d6713cd234d4653fc	HTS61_PREFLIGHT_TEST_AUDIT.md	1cbcb221403002e1edaf528d4f015232fff09530686fcc2d6713cd234d4653fc	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS61_SELECTION_AUDIT.md	88e7fe224facaa150777a43d6f6e262a314ea4c1516872dde582133eccd38664	HTS61_SELECTION_AUDIT.md	88e7fe224facaa150777a43d6f6e262a314ea4c1516872dde582133eccd38664	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
HTS61_SOURCE_ADEQUACY_AUDIT.md	4f5e9f81c6e9fbbe0883a3bc69470cb71770f69ba03c99dd965f1082c0887216	HTS61_SOURCE_ADEQUACY_AUDIT.md	4f5e9f81c6e9fbbe0883a3bc69470cb71770f69ba03c99dd965f1082c0887216	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
README_RUN.md	8dbd22b3dc5f57a023a6ffe376340cfd3d92ddc676a17111209dfcbbd1e3dd42	README_RUN.md	6b5e4db142bf48a226270bbf4b405378e47d310963358ddae4a77f6565c99279	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
audit_hts61.py	91ef6ea5244dde2f69f0c7c06ea385e35f5f29c1a16651316a66b556aed2cbee	audit_hts61.py	91ef6ea5244dde2f69f0c7c06ea385e35f5f29c1a16651316a66b556aed2cbee	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
hts61_common.py	08f508211eb42973225c1e31ca2cddcc5825c70b6c981de425ff29451edcfda5	hts61_common.py	b0459a7b42dab7d9bdcef240bd5c3b3f09e248e6d67f5df153da943037613fc1	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO
hts61_metric.py	efa12a7ae8426cb42aa8933084e2ed8c4ec6bdaf67843c0c9c71b017c50c1939	hts61_metric.py	efa12a7ae8426cb42aa8933084e2ed8c4ec6bdaf67843c0c9c71b017c50c1939	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
run_hts61.py	360960c7f31a90c1e6c923a7f5b708161b4c74104e7a111ed541774276ba74a3	run_hts61.py	360960c7f31a90c1e6c923a7f5b708161b4c74104e7a111ed541774276ba74a3	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
run_hts61.sh	c2e0ecf84bb56471e4b8c2fe60d247f3a3ebd21cae1f81644f26c24bad7652a3	run_hts61.sh	0c8f24526a8677d530bd4d30cc8bfd7f2d1ba61b3446d4c571d5e969c4af244a	NON_SCIENTIFIC_PORTABILITY_EDIT	NO
selftest_hts61.py	9990d1ff9690c2c0bac840a4db8d0ea4120645c80416b69dc8d177eec498beb4	selftest_hts61.py	9990d1ff9690c2c0bac840a4db8d0ea4120645c80416b69dc8d177eec498beb4	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO
